_id,licensee_name,licence_number,premises_address,grade,demerit_points,suspension_start_date,suspension_end_date
25993,TAN HWEE MENG,E53006K004,29 TAI THONG CRESCENT SENNETT ESTATE SINGAPORE 347858,B,na,na,na
25994,TAN SIOW TENG,E53006K003,29 TAI THONG CRESCENT SENNETT ESTATE SINGAPORE 347858,B,na,na,na
25995,TAN SIOW TENG,E53006K001,29 TAI THONG CRESCENT SENNETT ESTATE SINGAPORE 347858,B,na,na,na
25996,LIM CHOON ENG,E53001V005,314 GEYLANG ROAD SINGAPORE 389353,B,na,na,na
25997,HO KIAN THONG,E53001V004,314 GEYLANG ROAD SINGAPORE 389353,B,na,na,na
25998,HO KIAN CHIANG,E53001V003,314 GEYLANG ROAD SINGAPORE 389353,B,na,na,na
25999,NG SOON LIANG,E53001V002,314 GEYLANG ROAD SINGAPORE 389353,B,na,na,na
26000,LEE FOOK HENG,E53001V001,314 GEYLANG ROAD SINGAPORE 389353,B,na,na,na
26001,LIM CHO MUI,E52002N007,7 CRANE ROAD SINGAPORE 429356,B,na,na,na
26002,SOMASUNDRAM MOHGAN,E52002N006,7 CRANE ROAD SINGAPORE 429356,B,4,na,na
26003,NG ENG NEOW,E52002N004,7 CRANE ROAD SINGAPORE 429356,B,na,na,na
26004,LIM CHOONG KHEE,E52002N001,7 CRANE ROAD SINGAPORE 429356,B,na,na,na
26005,ABILA PTE. LTD.,E52001E005,134 SIMS AVENUE SINGAPORE 387456,B,na,na,na
26006,ABILA PTE. LTD.,E52001E004,134 SIMS AVENUE SINGAPORE 387456,B,na,na,na
26007,ABILA PTE. LTD.,E52001E002,134 SIMS AVENUE SINGAPORE 387456,B,na,na,na
26008,LIU TING,E52001E001,134 SIMS AVENUE SINGAPORE 387456,B,na,na,na
26009,GRAYSON CHIA ZHI SIANG,E51002L003,1 GUILLEMARD ROAD SINGAPORE 399683,B,na,na,na
26010,SOH CHENG POH,E51002L001,1 GUILLEMARD ROAD SINGAPORE 399683,B,na,na,na
26011,SHAAN PTE. LTD.,E50007K003,362 TANJONG KATONG ROAD SINGAPORE 437122,B,na,na,na
26012,Ramaraj Kumar,E50007K002,362 TANJONG KATONG ROAD SINGAPORE 437122,A,na,na,na
26013,B4R! PTE. LTD.,E50007K001,362 TANJONG KATONG ROAD SINGAPORE 437122,A,na,na,na
26014,CHAK WING ON,E50005N005,1383 SERANGOON ROAD SINGAPORE 328254,B,na,na,na
26015,TEO TEE SAI,E50005N004,1383 SERANGOON ROAD SINGAPORE 328254,B,na,na,na
26016,ALLAN TAY YONG SEONG,E50005N003,1383 SERANGOON ROAD SINGAPORE 328254,B,na,na,na
26017,TEO LEE KIAN,E50005N002,1383 SERANGOON ROAD SINGAPORE 328254,B,na,na,na
26018,YAP LYE HOCK,E50005N001,1383 SERANGOON ROAD SINGAPORE 328254,B,na,na,na
26019,SER SENG HUAT,E50002V004,364 GEYLANG ROAD SINGAPORE 389379,B,na,na,na
26020,SAIPAH,E50002V003,364 GEYLANG ROAD SINGAPORE 389379,B,na,na,na
26021,SUMPTUOUS RESTAURANT LLP,E50002V002,364 GEYLANG ROAD SINGAPORE 389379,B,na,na,na
26022,PRATA PLANET PTE. LTD.,E50002V001,364 GEYLANG ROAD SINGAPORE 389379,B,na,na,na
26023,Siau Poh Heng (Xiao Baoxing),E49022P004,15 UPPER EAST COAST ROAD SINGAPORE 455207,B,na,na,na
26024,MOHAMMAD FAUZI CHEONG@ CHEONG SENG FATT,E49022P003,15 UPPER EAST COAST ROAD SINGAPORE 455207,B,na,na,na
26025,Siau Poh Heng (Xiao Baoxing),E49022P002,15 UPPER EAST COAST ROAD SINGAPORE 455207,B,na,na,na
26026,SIAW WAH CHIN,E49022P001,15 UPPER EAST COAST ROAD SINGAPORE 455207,B,na,na,na
26027,WONG SUE KOK,E49011A004,1096 SERANGOON ROAD SINGAPORE 328193,B,na,na,na
26028,WONG SEE TENG,E49011A001,1096 SERANGOON ROAD SINGAPORE 328193,B,na,na,na
26029,BUNTONO,E49006P004,323 GEYLANG ROAD SINGAPORE 389359,B,na,na,na
26030,BUNTONO,E49006P003,323 GEYLANG ROAD SINGAPORE 389359,B,na,na,na
26031,BUNTONO,E49006P002,323 GEYLANG ROAD SINGAPORE 389359,B,na,na,na
26032,AL FALAH BARAKAH RESTAURANT PTE. LTD.,E46034C002,365 JOO CHIAT ROAD SINGAPORE 427610,B,4,na,na
26033,AL FALAH BARAKAH RESTAURANT PTE. LTD.,E46034C001,365 JOO CHIAT ROAD SINGAPORE 427610,B,na,na,na
26034,FOO MUI YA,E45247E003,114 JALAN BESAR SINGAPORE 208834,C,na,na,na
26035,NIU ZI REN (LIANG ZIREN),E45245K003,59 JOO CHIAT PLACE SINGAPORE 427783,B,na,na,na
26036,NG LIAN CHAI,E45245K002,59 JOO CHIAT PLACE SINGAPORE 427783,B,na,na,na
26037,LING HAN MEE,E45245K001,59 JOO CHIAT PLACE SINGAPORE 427783,na,na,na,na
26038,LIM CHEW BENG,E45236N004,354 JOO CHIAT ROAD SINGAPORE 427600,B,na,na,na
26039,LIM CHEW BENG,E45236N002,354 JOO CHIAT ROAD SINGAPORE 427600,B,na,na,na
26040,ZULFIDA,E45236N001,354 JOO CHIAT ROAD SINGAPORE 427600,B,na,na,na
26041,WONG KEE MEE,E45131X005,781/783 GEYLANG ROAD SINGAPORE 389671,B,na,na,na
26042,WONG KEE MEE,E45131X004,781/783 GEYLANG ROAD SINGAPORE 389671,B,na,na,na
26043,POH LEONG KWEE,E45131X003,781/783 GEYLANG ROAD SINGAPORE 389671,B,na,na,na
26044,WONG KEE MEE,E45131X001,781/783 GEYLANG ROAD SINGAPORE 389671,B,na,na,na
26045,THE EASTERN RESTAURANT PTE LTD,E45129E005,489-493 GEYLANG ROAD SINGAPORE 389448,B,na,na,na
26046,THE EASTERN RESTAURANT (487) PTE LTD,E45129E004,489-493 GEYLANG ROAD SINGAPORE 389448,B,na,na,na
26047,THE EASTERN RESTAURANT PTE LTD,E45129E003,489-493 GEYLANG ROAD SINGAPORE 389448,B,na,na,na
26048,THE EASTERN RESTAURANT (487) PTE LTD,E45129E002,489-493 GEYLANG ROAD SINGAPORE 389448,B,na,na,na
26049,THE EASTERN RESTAURANT PTE LTD,E45129E001,489-493 GEYLANG ROAD SINGAPORE 389448,B,na,na,na
26050,TENG YOON POH,E45128J004,218 GEYLANG ROAD SINGAPORE 389278,B,6,na,na
26051,TENG YOON POH,E45128J003,218 GEYLANG ROAD SINGAPORE 389278,B,na,na,na
26052,ROHANI BINTE ABDUL SAMAD,E45128J002,218 GEYLANG ROAD SINGAPORE 389278,B,na,na,na
26053,TENG YOON POH,E45128J001,218 GEYLANG ROAD SINGAPORE 389278,B,na,na,na
26054,LIM PUE PUE,E45123X004,609 GEYLANG ROAD SINGAPORE 389548,na,na,na,na
26055,ANG TECK KWI,E45123X003,609 GEYLANG ROAD SINGAPORE 389548,B,na,na,na
26056,LIM PUE PUE,E45123X002,609 GEYLANG ROAD SINGAPORE 389548,na,na,na,na
26057,LIM PUE PUE,E45123X001,609 GEYLANG ROAD SINGAPORE 389548,B,na,na,na
26058,TAN TOH TAI,E45122V004,456 GEYLANG ROAD SINGAPORE 389415,B,na,na,na
26059,TAN TOH TAI,E45122V003,456 GEYLANG ROAD SINGAPORE 389415,B,na,na,na
26060,TAN TOH TAI,E45122V002,456 GEYLANG ROAD SINGAPORE 389415,B,na,na,na
26061,TAN TOH TAI,E45122V001,456 GEYLANG ROAD SINGAPORE 389415,B,na,na,na
26062,WONG HIN WAH,E45107X004,237 GEYLANG ROAD SINGAPORE 389296,B,na,na,na
26063,GEYLANG FAMOUS BEEF KWAY TEOW PTE LTD,E45107X002,237 GEYLANG ROAD SINGAPORE 389296,B,na,na,na
26064,LIU WENLI,E45102E003,324 LAVENDER STREET SINGAPORE 338822,B,na,na,na
26065,LIU WENLI,E45102E002,324 LAVENDER STREET SINGAPORE 338822,C,na,na,na
26066,LIU WENLI,E45102E001,324 LAVENDER STREET SINGAPORE 338822,B,na,na,na
26067,ISMAIL BIN JUAHIR,E45100K007,290 JALAN BESAR SINGAPORE 208953,A,na,na,na
26068,LIN JIANZHONG,E45100K006,290 JALAN BESAR SINGAPORE 208953,B,na,na,na
26069,LIN JIANZHONG,E45100K005,290 JALAN BESAR SINGAPORE 208953,B,na,na,na
26070,HENG CHOON MENG (WANG CHUNMING),E45100K004,290 JALAN BESAR SINGAPORE 208953,na,na,na,na
26071,LAM LEE LIN,E45100K003,290 JALAN BESAR SINGAPORE 208953,B,na,na,na
26072,LIN JIANZHONG,E45100K002,290 JALAN BESAR SINGAPORE 208953,B,na,na,na
26073,LIN JIANZHONG,E45100K001,290 JALAN BESAR SINGAPORE 208953,B,na,na,na
26074,TAN CHEE MING,E45099E004,209 JALAN BESAR SINGAPORE 208895,B,na,na,na
26075,LEE SHAW WAH,E45099E003,209 JALAN BESAR SINGAPORE 208895,na,na,na,na
26076,HENG SOON CHAY,E45099E002,209 JALAN BESAR SINGAPORE 208895,B,na,na,na
26077,TAN KWOK MIN,E45099E001,209 JALAN BESAR SINGAPORE 208895,B,na,na,na
26078,SIM YAN KEE,E45090B003,566 SERANGOON ROAD SINGAPORE 218181,B,na,na,na
26079,TEO KANG PENG,E45090B002,566 SERANGOON ROAD SINGAPORE 218181,B,na,na,na
26080,THIAH GEOK TEE,E45090B001,566 SERANGOON ROAD SINGAPORE 218181,na,na,na,na
26081,CHEN TECK CHWAN,E45089K008,56 KIM KEAT ROAD SINGAPORE 328825,B,na,na,na
26082,YIP CHEE KEONG,E45089K005,56 KIM KEAT ROAD SINGAPORE 328825,B,na,na,na
26083,BADRUL SHAM BIN MD KHALIB,E45089K002,56 KIM KEAT ROAD SINGAPORE 328825,B,na,na,na
26084,DJASLIANA BINTE HUSSAIN,E45089K001,56 KIM KEAT ROAD SINGAPORE 328825,B,na,na,na
26085,LIM KIM WAH,E45080E001,229/231 JALAN BESAR SINGAPORE 208905,B,na,na,na
26086,GEYLANG CLAYPOT PRIVATE LIMITED,E45072E002,637/639 GEYLANG ROAD SINGAPORE 389568,B,na,na,na
26087,GEYLANG CLAYPOT PRIVATE LIMITED,E45072E001,637/639 GEYLANG ROAD SINGAPORE 389568,B,na,na,na
26088,CHIN LYE HOCK,E45071J001,586 GEYLANG ROAD SINGAPORE 389525,B,na,na,na
26089,SF INVESTMENT HOLDING PTE. LTD.,E45034X008,56/58 LORONG 25A GEYLANG SINGAPORE 388248,B,na,na,na
26090,SF INVESTMENT HOLDING PTE. LTD.,E45034X007,56/58 LORONG 25A GEYLANG SINGAPORE 388248,B,na,na,na
26091,SF INVESTMENT HOLDING PTE. LTD.,E45034X006,56/58 LORONG 25A GEYLANG SINGAPORE 388248,B,na,na,na
26092,LIM KIAN CHOON,E45034X005,56/58 LORONG 25A GEYLANG SINGAPORE 388248,B,na,na,na
26093,CHOICE CULINARY PTE. LTD.,E45034X004,56/58 LORONG 25A GEYLANG SINGAPORE 388248,B,6,na,na
26094,LIAO YIBIN,E45034X003,56/58 LORONG 25A GEYLANG SINGAPORE 388248,B,na,na,na
26095,SF INVESTMENT HOLDING PTE. LTD.,E45034X002,56/58 LORONG 25A GEYLANG SINGAPORE 388248,B,na,na,na
26096,LIU QIYING,E45034X001,56/58 LORONG 25A GEYLANG SINGAPORE 388248,B,na,na,na
26097,AZIZAH BINTE DAIM,E03198N004,328 BEDOK ROAD BEDOK SHOPPING COMPLEX SINGAPORE 469499,B,na,na,na
26098,SOO POH LEE,E03198N003,328 BEDOK ROAD BEDOK SHOPPING COMPLEX SINGAPORE 469499,A,na,na,na
26099,LIM CHIT MENG,E03198N001,328 BEDOK ROAD BEDOK SHOPPING COMPLEX SINGAPORE 469499,B,na,na,na
26100,TOH WEI KWAN,E03187V011,369 TANJONG KATONG ROAD SINGAPORE 437126,B,na,na,na
26101,PHOTFUEANG ARIYA,E03187V010,369 TANJONG KATONG ROAD SINGAPORE 437126,B,na,na,na
26102,TAN BEE HO,E03187V003,369 TANJONG KATONG ROAD SINGAPORE 437126,B,6,na,na
26103,UNIVERSAL DINING PTE. LTD.,E03162P008,60 AIRPORT BOULEVARD #036-141 CHANGI AIRPORT T2 - DEPARTURE TRANSIT LOUNGE CTR SINGAPORE 819643,A,na,na,na
26104,UNIVERSAL DINING PTE. LTD.,E03162P007,60 AIRPORT BOULEVARD #036-141 CHANGI AIRPORT T2 - DEPARTURE TRANSIT LOUNGE CTR SINGAPORE 819643,A,na,na,na
26105,UNIVERSAL DINING PTE. LTD.,E03162P006,60 AIRPORT BOULEVARD #036-141 CHANGI AIRPORT T2 - DEPARTURE TRANSIT LOUNGE CTR SINGAPORE 819643,A,na,na,na
26106,UNIVERSAL DINING PTE. LTD.,E03162P005,60 AIRPORT BOULEVARD #036-141 CHANGI AIRPORT T2 - DEPARTURE TRANSIT LOUNGE CTR SINGAPORE 819643,A,na,na,na
26107,UNIVERSAL DINING PTE. LTD.,E03162P003,60 AIRPORT BOULEVARD #036-141 CHANGI AIRPORT T2 - DEPARTURE TRANSIT LOUNGE CTR SINGAPORE 819643,A,na,na,na
26108,UNIVERSAL DINING PTE. LTD.,E03162P002,60 AIRPORT BOULEVARD #036-141 CHANGI AIRPORT T2 - DEPARTURE TRANSIT LOUNGE CTR SINGAPORE 819643,A,na,na,na
26109,UNIVERSAL DINING PTE. LTD.,E03162P001,60 AIRPORT BOULEVARD #036-141 CHANGI AIRPORT T2 - DEPARTURE TRANSIT LOUNGE CTR SINGAPORE 819643,A,na,na,na
26110,GOH KIM LENG,E03089A010,2 SIGLAP LINK VICTORIA SCHOOL SINGAPORE 448880,A,na,na,na
26111,YEO BEE CHOO,E03089A009,2 SIGLAP LINK VICTORIA SCHOOL SINGAPORE 448880,A,na,na,na
26112,MURUGANANTHAM MAHALAKSHMI,E03089A008,2 SIGLAP LINK VICTORIA SCHOOL SINGAPORE 448880,A,na,na,na
26113,NORLIZAH BINTE ABDUL FATTAR,E03089A007,2 SIGLAP LINK VICTORIA SCHOOL SINGAPORE 448880,A,na,na,na
26114,KHOO CHIN BENG,E03089A006,2 SIGLAP LINK VICTORIA SCHOOL SINGAPORE 448880,A,na,na,na
26115,GOH HELEN,E03089A005,2 SIGLAP LINK VICTORIA SCHOOL SINGAPORE 448880,A,na,na,na
26116,NG BOON SERN,E03089A004,2 SIGLAP LINK VICTORIA SCHOOL SINGAPORE 448880,A,na,na,na
26117,CHEN NYOK MIN,E03089A003,2 SIGLAP LINK VICTORIA SCHOOL SINGAPORE 448880,A,na,na,na
26118,TAN CHWEE HWA,E03089A001,2 SIGLAP LINK VICTORIA SCHOOL SINGAPORE 448880,A,na,na,na
26119,NORMAH BTE ASPAR,E03080X008,48 FIDELIO STREET OPERA ESTATE PRIMARY SCHOOL SINGAPORE 458436,A,na,na,na
26120,SRI RAHAYU BINTE ABDUL RAHIM,E03080X006,48 FIDELIO STREET OPERA ESTATE PRIMARY SCHOOL SINGAPORE 458436,A,na,na,na
26121,REBECCA LOW SIEW YONG,E03080X005,48 FIDELIO STREET OPERA ESTATE PRIMARY SCHOOL SINGAPORE 458436,A,na,na,na
26122,TAN TENG LING,E03080X003,48 FIDELIO STREET OPERA ESTATE PRIMARY SCHOOL SINGAPORE 458436,A,na,na,na
26123,CHAN CHONG MING,E03080X001,48 FIDELIO STREET OPERA ESTATE PRIMARY SCHOOL SINGAPORE 458436,na,na,na,na
26124,TAN CHENG WATT,E03078E008,121 CIRCUIT ROAD MACPHERSON SECONDARY SCHOOL SINGAPORE 379499,B,na,na,na
26125,ONG BEE LAN,E03078E007,121 CIRCUIT ROAD MACPHERSON SECONDARY SCHOOL SINGAPORE 379499,B,na,na,na
26126,KAMSINA BTE SAMANDI,E03078E005,121 CIRCUIT ROAD MACPHERSON SECONDARY SCHOOL SINGAPORE 379499,B,na,na,na
26127,LAM HONG ENG,E03078E003,121 CIRCUIT ROAD MACPHERSON SECONDARY SCHOOL SINGAPORE 379499,B,na,na,na
26128,Rubiah Binte Ghazali,E03078E002,121 CIRCUIT ROAD MACPHERSON SECONDARY SCHOOL SINGAPORE 379499,B,na,na,na
26129,HENG JOO CHUAN,E03054A006,3018 BEDOK NORTH STREET 5 #06-10 EASTLINK SINGAPORE 486132,B,na,na,na
26130,TIAN TIAN LAI EATING HOUSE P L,E03054A005,3018 BEDOK NORTH STREET 5 #06-10 EASTLINK SINGAPORE 486132,B,na,na,na
26131,HUANG JIANMEI,E03054A004,3018 BEDOK NORTH STREET 5 #06-10 EASTLINK SINGAPORE 486132,B,na,na,na
26132,TIAN TIAN LAI EATING HOUSE P L,E03054A003,3018 BEDOK NORTH STREET 5 #06-10 EASTLINK SINGAPORE 486132,B,na,na,na
26133,THE EASTERN RESTAURANT PTE LTD,E03030P003,487 GEYLANG ROAD #01-01 SINGAPORE 389446,B,na,na,na
26134,THE EASTERN RESTAURANT PTE LTD,E03030P002,487 GEYLANG ROAD #01-01 SINGAPORE 389446,B,na,na,na
26135,TAN JUN LIANG,E03030P001,487 GEYLANG ROAD #01-01 SINGAPORE 389446,B,na,na,na
26136,SIM WHANG KHENG,E03026J010,JALAN BENAAN KAPAL PSA FOOD CENTRE SINGAPORE 399637,B,na,na,na
26137,KAMISAH BTE MAMIN,E03026J009,JALAN BENAAN KAPAL PSA FOOD CENTRE SINGAPORE 399637,B,6,na,na
26138,TAN AH AH,E03026J008,JALAN BENAAN KAPAL PSA FOOD CENTRE SINGAPORE 399637,B,na,na,na
26139,TAN LAI BENG,E03026J007,JALAN BENAAN KAPAL PSA FOOD CENTRE SINGAPORE 399637,B,na,na,na
26140,JUMARIAH BINTE MARNO,E03026J006,JALAN BENAAN KAPAL PSA FOOD CENTRE SINGAPORE 399637,C,na,na,na
26141,CHUA CHENG PEOW,E03026J003,JALAN BENAAN KAPAL PSA FOOD CENTRE SINGAPORE 399637,B,na,na,na
26142,FOO SIEW LAN,E03026J002,JALAN BENAAN KAPAL PSA FOOD CENTRE SINGAPORE 399637,na,na,na,na
26143,YEO TIONG HOE,E03026J001,JALAN BENAAN KAPAL PSA FOOD CENTRE SINGAPORE 399637,B,na,na,na
26144,LIM SENG HENG,E03024L010,119 AIRPORT CARGO ROAD CHANGI CARGO AGENTS MEGAPLEX 1 SINGAPORE 819454,B,na,na,na
26145,YOU CHEN PTE. LTD.,E03024L008,119 AIRPORT CARGO ROAD CHANGI CARGO AGENTS MEGAPLEX 1 SINGAPORE 819454,na,na,na,na
26146,TAN AH CHOO,E03024L005,119 AIRPORT CARGO ROAD CHANGI CARGO AGENTS MEGAPLEX 1 SINGAPORE 819454,A,na,na,na
26147,YOU CHEN PTE. LTD.,E03024L004,119 AIRPORT CARGO ROAD CHANGI CARGO AGENTS MEGAPLEX 1 SINGAPORE 819454,na,na,na,na
26148,IBRAHIM BIN AB JALIK,E03024L003,119 AIRPORT CARGO ROAD CHANGI CARGO AGENTS MEGAPLEX 1 SINGAPORE 819454,B,na,na,na
26149,HASHIM BIN MOHAMED,E03024L002,119 AIRPORT CARGO ROAD CHANGI CARGO AGENTS MEGAPLEX 1 SINGAPORE 819454,B,na,na,na
26150,WAN AHMAD BIN MOHD JUBRI,E03024L001,119 AIRPORT CARGO ROAD CHANGI CARGO AGENTS MEGAPLEX 1 SINGAPORE 819454,na,na,na,na
26151,AROI-THAI KITCHEN PRIVATE LTD,E03011A007,115 ALJUNIED AVENUE 2 #01-35 SINGAPORE 380115,B,na,na,na
26152,AROI-THAI KITCHEN PRIVATE LTD,E03011A002,115 ALJUNIED AVENUE 2 #01-35 SINGAPORE 380115,B,na,na,na
26153,AROI-THAI KITCHEN PRIVATE LTD,E03011A001,115 ALJUNIED AVENUE 2 #01-35 SINGAPORE 380115,B,na,na,na
26154,LIM SIEW KIM,E02211X008,1 JALAN LANGGAR BEDOK BEDOK SOUTH SECONDARY SCHOOL SINGAPORE 468585,A,na,na,na
26155,FATIMAH BINTE OMAR,E02211X007,1 JALAN LANGGAR BEDOK BEDOK SOUTH SECONDARY SCHOOL SINGAPORE 468585,A,na,na,na
26156,MAZNAH BTE ABDULLAH,E02211X006,1 JALAN LANGGAR BEDOK BEDOK SOUTH SECONDARY SCHOOL SINGAPORE 468585,A,na,na,na
26157,TAN POH CHOO,E02211X005,1 JALAN LANGGAR BEDOK BEDOK SOUTH SECONDARY SCHOOL SINGAPORE 468585,A,na,na,na
26158,NG CHEW KHIM,E02211X004,1 JALAN LANGGAR BEDOK BEDOK SOUTH SECONDARY SCHOOL SINGAPORE 468585,A,na,na,na
26159,PANG SOOK HOON,E02211X003,1 JALAN LANGGAR BEDOK BEDOK SOUTH SECONDARY SCHOOL SINGAPORE 468585,A,na,na,na
26160,CHAN WOON KUAN,E02211X002,1 JALAN LANGGAR BEDOK BEDOK SOUTH SECONDARY SCHOOL SINGAPORE 468585,A,na,na,na
26161,TEO KWEE HOON,E02211X001,1 JALAN LANGGAR BEDOK BEDOK SOUTH SECONDARY SCHOOL SINGAPORE 468585,A,na,na,na
26162,TEO KWEE LENG,E02210V008,360 BEDOK NORTH AVENUE 3 BEDOK GREEN SEC SCHOOL SINGAPORE 469722,A,na,na,na
26163,LEE LIM JOON,E02210V007,360 BEDOK NORTH AVENUE 3 BEDOK GREEN SEC SCHOOL SINGAPORE 469722,A,na,na,na
26164,SOH MUI ENG,E02210V006,360 BEDOK NORTH AVENUE 3 BEDOK GREEN SEC SCHOOL SINGAPORE 469722,A,na,na,na
26165,JAMILAH BINTI ABU BAKAR,E02210V005,360 BEDOK NORTH AVENUE 3 BEDOK GREEN SEC SCHOOL SINGAPORE 469722,A,na,na,na
26166,ZALEHA BTE NONG,E02210V004,360 BEDOK NORTH AVENUE 3 BEDOK GREEN SEC SCHOOL SINGAPORE 469722,B,na,na,na
26167,SURAYA BTE TUMIN,E02210V003,360 BEDOK NORTH AVENUE 3 BEDOK GREEN SEC SCHOOL SINGAPORE 469722,A,na,na,na
26168,SIRIFAH ZALEHA BINTE SYED HAMID,E02210V002,360 BEDOK NORTH AVENUE 3 BEDOK GREEN SEC SCHOOL SINGAPORE 469722,A,na,na,na
26169,POON YUET NGOH,E02210V001,360 BEDOK NORTH AVENUE 3 BEDOK GREEN SEC SCHOOL SINGAPORE 469722,A,na,na,na
26170,ENAK ENAK HONGKONG TEA HOUSE PTE. LTD.,E02161C006,342 BEDOK ROAD BEDOK SHOPPING COMPLEX SINGAPORE 469524,B,na,na,na
26171,ENAK SELERA HONGKONG TEA HOUSE PTE. LTD.,E02161C005,342 BEDOK ROAD BEDOK SHOPPING COMPLEX SINGAPORE 469524,B,na,na,na
26172,ENAK SELERA HONGKONG TEA HOUSE PTE. LTD.,E02161C004,342 BEDOK ROAD BEDOK SHOPPING COMPLEX SINGAPORE 469524,B,na,na,na
26173,ENAK SELERA HONGKONG TEA HOUSE PTE. LTD.,E02161C003,342 BEDOK ROAD BEDOK SHOPPING COMPLEX SINGAPORE 469524,B,na,na,na
26174,ENAK ENAK HONGKONG TEA HOUSE PTE. LTD.,E02161C002,342 BEDOK ROAD BEDOK SHOPPING COMPLEX SINGAPORE 469524,B,na,na,na
26175,ENAK ENAK HONGKONG TEA HOUSE PTE. LTD.,E02161C001,342 BEDOK ROAD BEDOK SHOPPING COMPLEX SINGAPORE 469524,B,na,na,na
26176,MAAYAA RESTAURANT AND CATERING PTE. LTD.,E02135J013,51 CHANGI BUSINESS PARK CENTRAL 2 #01-01 THE SIGNATURE SINGAPORE 486066,B,na,na,na
26177,LOW KANG CAI,E02135J012,51 CHANGI BUSINESS PARK CENTRAL 2 #01-01 THE SIGNATURE SINGAPORE 486066,A,na,na,na
26178,THE FOOD COURT (TE) HOLDINGS PTE. LTD.,E02135J011,51 CHANGI BUSINESS PARK CENTRAL 2 #01-01 THE SIGNATURE SINGAPORE 486066,B,6,na,na
26179,ONG SOON SENG,E02135J010,51 CHANGI BUSINESS PARK CENTRAL 2 #01-01 THE SIGNATURE SINGAPORE 486066,na,na,na,na
26180,SRINIVASAN VISALAKSHI,E02135J009,51 CHANGI BUSINESS PARK CENTRAL 2 #01-01 THE SIGNATURE SINGAPORE 486066,na,na,na,na
26181,SIM KAY YEOW,E02135J008,51 CHANGI BUSINESS PARK CENTRAL 2 #01-01 THE SIGNATURE SINGAPORE 486066,B,na,na,na
26182,ZUHAIRAH BINTI ASHARIH,E02135J007,51 CHANGI BUSINESS PARK CENTRAL 2 #01-01 THE SIGNATURE SINGAPORE 486066,B,na,na,na
26183,KOMALA'S RESTAURANTS PTE. LTD.,E02135J006,51 CHANGI BUSINESS PARK CENTRAL 2 #01-01 THE SIGNATURE SINGAPORE 486066,B,10,2016-02-03,2016-02-16
26184,LEE LIN TIONG,E02135J005,51 CHANGI BUSINESS PARK CENTRAL 2 #01-01 THE SIGNATURE SINGAPORE 486066,B,na,na,na
26185,SACHI FOODS PTE. LTD.,E02135J004,51 CHANGI BUSINESS PARK CENTRAL 2 #01-01 THE SIGNATURE SINGAPORE 486066,B,na,na,na
26186,CHEN YONGNING,E02135J003,51 CHANGI BUSINESS PARK CENTRAL 2 #01-01 THE SIGNATURE SINGAPORE 486066,B,na,na,na
26187,CHINAR FOODS PTE. LTD.,E02135J002,51 CHANGI BUSINESS PARK CENTRAL 2 #01-01 THE SIGNATURE SINGAPORE 486066,B,10,na,na
26188,SINGARAVELU S/O S P SUNDARAMURTHI,E02135J001,51 CHANGI BUSINESS PARK CENTRAL 2 #01-01 THE SIGNATURE SINGAPORE 486066,B,6,na,na
26189,ORAWAN CHAENARAK,E02131P007,810 GEYLANG ROAD #05-01/06 CITY PLAZA SINGAPORE 409286,B,na,na,na
26190,TAN QUAN FONG,E02131P006,810 GEYLANG ROAD #05-01/06 CITY PLAZA SINGAPORE 409286,na,na,na,na
26191,TAN JOO LAN,E02131P005,810 GEYLANG ROAD #05-01/06 CITY PLAZA SINGAPORE 409286,B,na,na,na
26192,LUM KWAI WENG,E02131P004,810 GEYLANG ROAD #05-01/06 CITY PLAZA SINGAPORE 409286,B,na,na,na
26193,TAN CHIN PHAY,E02131P003,810 GEYLANG ROAD #05-01/06 CITY PLAZA SINGAPORE 409286,B,na,na,na
26194,Poon Nah City Home-made Noodes Pte Ltd,E02131P002,810 GEYLANG ROAD #05-01/06 CITY PLAZA SINGAPORE 409286,B,na,na,na
26195,GOH GEK LAN,E02131P001,810 GEYLANG ROAD #05-01/06 CITY PLAZA SINGAPORE 409286,B,na,na,na
26196,CHEN XIUZHU,E02130X004,145 UPPER PAYA LEBAR ROAD SINGAPORE 534848,B,na,na,na
26197,CHEN XIUZHU,E02130X003,145 UPPER PAYA LEBAR ROAD SINGAPORE 534848,B,na,na,na
26198,CHEN NENGFENG,E02130X001,145 UPPER PAYA LEBAR ROAD SINGAPORE 534848,A,na,na,na
26199,CHUE CHANG HONG,E02114X003,701 GEYLANG ROAD #01-01 TEAMBUILD CENTRE SINGAPORE 389687,B,na,na,na
26200,SIM CHOON KIAT,E02114X001,701 GEYLANG ROAD #01-01 TEAMBUILD CENTRE SINGAPORE 389687,B,na,na,na
26201,TAN FWEE KENG,E02070J004,82 JOO CHIAT ROAD #01-01 SINGAPORE 427379,B,na,na,na
26202,NG SOH KENG,E02001L008,7 LORONG 8 TOA PAYOH FIRST TOA PAYOH PRIMARY SCHOOL SINGAPORE 319252,na,na,na,na
26203,GOH KEOW HUAY,E02001L007,7 LORONG 8 TOA PAYOH FIRST TOA PAYOH PRIMARY SCHOOL SINGAPORE 319252,A,na,na,na
26204,KATIJAH BTE MAMMU,E02001L003,7 LORONG 8 TOA PAYOH FIRST TOA PAYOH PRIMARY SCHOOL SINGAPORE 319252,A,na,na,na
